Movie_Title,Director,Actors,Total_Gross,main_genre
History of the World: Part I,Mel Brooks,"Mel Brooks, Gregory Hines, Dom DeLuise, Madeline Kahn",$31.67M,Comedy
The Good Shepherd,Robert De Niro,"Matt Damon, Angelina Jolie, Robert De Niro, Alec Baldwin",$59.95M,Drama
K-19: The Widowmaker,Kathryn Bigelow,"Harrison Ford, Sam Spruell, Peter Stebbings, Christian Camargo",$35.17M,Drama
Anna and the King,Andy Tennant,"Jodie Foster, Chow Yun-Fat, Bai Ling, Tom Felton",$39.26M,Drama
The Red Sea Diving Resort,Gideon Raff,"Mbulelo Grootboom, Sizo Mahlangu, Michael Kenneth Williams, Masasa Mbangeni",Gross Unkown,Drama
Macbeth,Justin Kurzel,"Michael Fassbender, Marion Cotillard, Jack Madigan, Frank Madigan",$1.11M,Drama
The Monuments Men,George Clooney,"George Clooney, Matt Damon, Bill Murray, Cate Blanchett",$78.03M,Comedy
World Trade Center,Oliver Stone,"Nicolas Cage, Michael Peña, Maria Bello, Maggie Gyllenhaal",$70.28M,Drama
Serena,Susanne Bier,"Bradley Cooper, Jennifer Lawrence, Rhys Ifans, Toby Jones",$0.18M,Drama
Caligola,Tinto Brass,"Malcolm McDowell, Peter O'Toole, Helen Mirren, Teresa Ann Savoy",$23.44M,Drama
"10,000 BC",Roland Emmerich,"Camilla Belle, Steven Strait, Marco Khan, Cliff Curtis",$94.78M,Action
The Prestige,Christopher Nolan,"Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine",$53.09M,Drama
Apocalypse Now,Francis Ford Coppola,"Martin Sheen, Marlon Brando, Robert Duvall, Frederic Forrest",$83.47M,Drama
Psycho,Alfred Hitchcock,"Anthony Perkins, Janet Leigh, Vera Miles, John Gavin",$32.00M,Horror
Rear Window,Alfred Hitchcock,"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter",$36.76M,Mystery
The Lives of Others,Florian Henckel von Donnersmarck,"Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur",$11.29M,Drama
Memento,Christopher Nolan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior",$25.54M,Mystery
Incendies,Denis Villeneuve,"Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel",$6.86M,Drama
Vertigo,Alfred Hitchcock,"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore",$3.20M,Mystery
Citizen Kane,Orson Welles,"Orson Welles, Joseph Cotten, Dorothy Comingore, Agnes Moorehead",$1.59M,Drama
El secreto de sus ojos,Juan José Campanella,"Ricardo Darín, Soledad Villamil, Pablo Rago, Carla Quevedo",$6.39M,Drama
Shutter Island,Martin Scorsese,"Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley",$128.01M,Mystery
The Father,Florian Zeller,"Anthony Hopkins, Olivia Colman, Mark Gatiss, Olivia Williams",Gross Unkown,Drama
The Sixth Sense,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams",$293.51M,Drama
The Thing,John Carpenter,"Kurt Russell, Wilford Brimley, Keith David, Richard Masur",$13.78M,Horror
Chinatown,Roman Polanski,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez",$8.49M,Drama
The Tashkent Files,Vivek Agnihotri,"Shweta Basu Prasad, Mithun Chakraborty, Naseeruddin Shah, Pankaj Tripathi",Gross Unkown,Drama
Gone Girl,David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry",$167.77M,Drama
Kahaani,Sujoy Ghosh,"Vidya Balan, Parambrata Chattopadhyay, Indraneil Sengupta, Nawazuddin Siddiqui",$1.04M,Mystery
Harry Potter and the Deathly Hallows: Part 2,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",$381.01M,Adventure
Trois couleurs: Rouge,Krzysztof Kieslowski,"Irène Jacob, Jean-Louis Trintignant, Frédérique Feder, Jean-Pierre Lorit",$4.04M,Drama
The Third Man,Carol Reed,"Orson Welles, Joseph Cotten, Alida Valli, Trevor Howard",$0.45M,Film-Noir
Rebecca,Alfred Hitchcock,"Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson",$4.36M,Drama
The Blue Elephant,Marwan Hamed,"Karim Abdel Aziz, Khaled El-Sawi, Nilli Karim, Mohamed Mamdouh",Gross Unkown,Drama
Donnie Darko,Richard Kelly,"Jake Gyllenhaal, Jena Malone, Mary McDonnell, Holmes Osborne",$1.48M,Drama
Twelve Monkeys,Terry Gilliam,"Bruce Willis, Madeleine Stowe, Brad Pitt, Joseph Melito",$57.14M,Mystery
Solaris,Andrei Tarkovsky,"Natalya Bondarchuk, Donatas Banionis, Jüri Järvet, Vladislav Dvorzhetskiy",Gross Unkown,Drama
Sleuth,Joseph L. Mankiewicz,"Laurence Olivier, Michael Caine, Alec Cawthorne, John Matthews",$4.08M,Mystery
Anatomy of a Murder,Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell",$11.90M,Drama
Das Cabinet des Dr. Caligari,Robert Wiene,"Werner Krauss, Conrad Veidt, Friedrich Feher, Lil Dagover",Gross Unkown,Horror
Arrival,Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg",$100.55M,Drama
Darbareye Elly,Asghar Farhadi,"Golshifteh Farahani, Shahab Hosseini, Taraneh Alidoosti, Sajjad Dolati",$0.11M,Drama
The Man from Earth,Richard Schenkman,"David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford",Gross Unkown,Drama
Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,"Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Griffiths",$249.36M,Adventure
Hable con ella,Pedro Almodóvar,"Rosario Flores, Javier Cámara, Darío Grandinetti, Leonor Watling",$9.28M,Drama
Mulholland Dr.,David Lynch,"Naomi Watts, Laura Harring, Justin Theroux, Jeanne Bates",$7.22M,Drama
Trois couleurs: Bleu,Krzysztof Kieslowski,"Juliette Binoche, Zbigniew Zamachowski, Julie Delpy, Benoît Régent",$1.32M,Drama
In the Heat of the Night,Norman Jewison,"Sidney Poitier, Rod Steiger, Warren Oates, Lee Grant",$24.38M,Drama
Charade,Stanley Donen,"Cary Grant, Audrey Hepburn, Walter Matthau, James Coburn",$13.47M,Comedy
In a Lonely Place,Nicholas Ray,"Humphrey Bogart, Gloria Grahame, Frank Lovejoy, Carl Benton Reid",Gross Unkown,Drama
Laura,Otto Preminger,"Gene Tierney, Dana Andrews, Clifton Webb, Vincent Price",$4.36M,Drama
The Thin Man,W.S. Van Dyke,"William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton",Gross Unkown,Comedy
Moon,Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",$5.01M,Drama
Das weiße Band - Eine deutsche Kindergeschichte,Michael Haneke,"Christian Friedel, Ernst Jacobi, Leonie Benesch, Ulrich Tukur",$2.22M,Drama
Atonement,Joe Wright,"Keira Knightley, James McAvoy, Brenda Blethyn, Saoirse Ronan",$50.93M,Drama
The Conversation,Francis Ford Coppola,"Gene Hackman, John Cazale, Allen Garfield, Frederic Forrest",$4.42M,Drama
L'avventura,Michelangelo Antonioni,"Gabriele Ferzetti, Monica Vitti, Lea Massari, Dominique Blanchar",Gross Unkown,Drama
The Lady Vanishes,Alfred Hitchcock,"Margaret Lockwood, Michael Redgrave, Paul Lukas, May Whitty",Gross Unkown,Mystery
Get Out,Jordan Peele,"Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener",$176.04M,Horror
Le passé,Asghar Farhadi,"Bérénice Bejo, Tahar Rahim, Ali Mosaffa, Pauline Burlet",$1.33M,Drama
Harry Potter and the Deathly Hallows: Part 1,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Bill Nighy",$295.98M,Adventure
Harry Potter and the Goblet of Fire,Mike Newell,"Daniel Radcliffe, Emma Watson, Rupert Grint, Eric Sykes",$290.01M,Adventure
Abre los ojos,Alejandro Amenábar,"Eduardo Noriega, Penélope Cruz, Chete Lera, Fele Martínez",$0.37M,Drama
The Game,David Fincher,"Michael Douglas, Deborah Kara Unger, Sean Penn, James Rebhorn",$48.32M,Drama
La double vie de Véronique,Krzysztof Kieslowski,"Irène Jacob, Wladyslaw Kowalski, Halina Gryglaszewska, Kalina Jedrusik",$2.00M,Drama
Spoorloos,George Sluizer,"Bernard-Pierre Donnadieu, Gene Bervoets, Johanna ter Steege, Gwen Eckhaus",Gross Unkown,Mystery
Searching,Aneesh Chaganty,"John Cho, Debra Messing, Joseph Lee, Michelle La",$26.02M,Drama
La piel que habito,Pedro Almodóvar,"Antonio Banderas, Elena Anaya, Jan Cornet, Marisa Paredes",$3.19M,Drama
The Illusionist,Neil Burger,"Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell",$39.87M,Drama
Saw,James Wan,"Cary Elwes, Leigh Whannell, Danny Glover, Ken Leung",$56.00M,Horror
Un long dimanche de fiançailles,Jean-Pierre Jeunet,"Audrey Tautou, Gaspard Ulliel, Jodie Foster, Dominique Pinon",$6.17M,Drama
The Others,Alejandro Amenábar,"Nicole Kidman, Christopher Eccleston, Fionnula Flanagan, Alakina Mann",$96.52M,Horror
Le violon rouge,François Girard,"Carlo Cecchi, Jean-Luc Bideau, Christoph Koncz, Jason Flemyng",$9.47M,Drama
Dark City,Alex Proyas,"Rufus Sewell, Kiefer Sutherland, Jennifer Connelly, William Hurt",$14.38M,Fantasy
Lost Highway,David Lynch,"Bill Pullman, Patricia Arquette, John Roselius, Louis Eppolito",$3.80M,Mystery
The Birds,Alfred Hitchcock,"Rod Taylor, Tippi Hedren, Jessica Tandy, Suzanne Pleshette",$11.40M,Drama
Beoning,Lee Chang-dong,"Yoo Ah-in, Steven Yeun, Jeon Jong-seo, Kim Soo-Kyung",$0.72M,Drama
Teströl és lélekröl,Ildikó Enyedi,"Alexandra Borbély, Géza Morcsányi, Réka Tenki, Zoltán Schneider",Gross Unkown,Drama
The Conjuring,James Wan,"Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor",$137.40M,Horror
We Need to Talk About Kevin,Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",$1.74M,Drama
Hugo,Martin Scorsese,"Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley",$73.86M,Adventure
Doubt,John Patrick Shanley,"Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis",$33.42M,Drama
Eyes Wide Shut,Stanley Kubrick,"Tom Cruise, Nicole Kidman, Todd Field, Sydney Pollack",$55.69M,Drama
The Devil's Advocate,Taylor Hackford,"Keanu Reeves, Al Pacino, Charlize Theron, Jeffrey Jones",$60.98M,Drama
Contact,Robert Zemeckis,"Jodie Foster, Matthew McConaughey, Tom Skerritt, John Hurt",$100.92M,Drama
The Abyss,James Cameron,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester",$54.46M,Adventure
The Omen,Richard Donner,"Gregory Peck, Lee Remick, Harvey Stephens, David Warner",$4.27M,Horror
Profondo rosso,Dario Argento,"David Hemmings, Daria Nicolodi, Gabriele Lavia, Macha Méril",Gross Unkown,Horror
The Wicker Man,Robin Hardy,"Edward Woodward, Christopher Lee, Diane Cilento, Britt Ekland",$0.06M,Horror
Blow-Up,Michelangelo Antonioni,"David Hemmings, Vanessa Redgrave, Sarah Miles, John Castle",Gross Unkown,Drama
Spellbound,Alfred Hitchcock,"Ingrid Bergman, Gregory Peck, Michael Chekhov, Leo G. Carroll",$7.00M,Film-Noir
Palm Springs,Max Barbakow,"Andy Samberg, Cristin Milioti, J.K. Simmons, Peter Gallagher",Gross Unkown,Comedy
The Lighthouse,Robert Eggers,"Robert Pattinson, Willem Dafoe, Valeriia Karaman, Logan Hawkes",$0.43M,Drama
Gi-eok-ui bam,Hang-jun Jang,"Kang Ha-neul, Yeon Je Hyung, Mu-Yeol Kim, Na-ra Lee",Gross Unkown,Mystery
Durante la tormenta,Oriol Paulo,"Adriana Ugarte, Chino Darín, Javier Gutiérrez, Álvaro Morte",Gross Unkown,Drama
Gokseong,Na Hong-jin,"Jun Kunimura, Hwang Jung-min, Kwak Do-won, Woo-hee Chun",Gross Unkown,Drama
Remember,Atom Egoyan,"Christopher Plummer, Kim Roberts, Amanda Smith, Martin Landau",$0.64M,Drama
Dans la maison,François Ozon,"Fabrice Luchini, Vincent Schmitt, Ernst Umhauer, Kristin Scott Thomas",$0.35M,Drama
Cloud Atlas,"Directors:Tom Tykwer, Lana Wachowski, Lilly Wachowski","Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving",$27.11M,Drama
[Rec],"Directors:Jaume Balagueró, Paco Plaza","Manuela Velasco, Ferran Terraza, Jorge-Yamam Serrano, Pablo Rosso",Gross Unkown,Horror
Bhool Bhulaiyaa,Priyadarshan,"Akshay Kumar, Vidya Balan, Shiney Ahuja, Ameesha Patel",$1.07M,Comedy
El orfanato,J.A. Bayona,"Belén Rueda, Fernando Cayo, Roger Príncep, Mabel Rivera",$7.16M,Drama
The Constant Gardener,Fernando Meirelles,"Ralph Fiennes, Rachel Weisz, Danny Huston, Hubert Koundé",$33.58M,Drama
Harry Potter and the Chamber of Secrets,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris",$261.99M,Adventure
K-PAX,Iain Softley,"Kevin Spacey, Jeff Bridges, Mary McCormack, Alfre Woodard",$50.34M,Drama
Scream,Wes Craven,"Neve Campbell, Courteney Cox, David Arquette, Skeet Ulrich",$103.05M,Horror
Jacob's Ladder,Adrian Lyne,"Tim Robbins, Elizabeth Peña, Danny Aiello, Matt Craven",$26.12M,Drama
Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, John Travolta",$33.80M,Horror
Picnic at Hanging Rock,Peter Weir,"Rachel Roberts, Anne-Louise Lambert, Vivean Gray, Helen Morse",$0.23M,Drama
A Shot in the Dark,Blake Edwards,"Peter Sellers, Elke Sommer, George Sanders, Herbert Lom",$12.37M,Comedy
To Catch a Thief,Alfred Hitchcock,"Cary Grant, Grace Kelly, Jessie Royce Landis, John Williams",$8.75M,Mystery
Hereditary,Ari Aster,"Toni Collette, Milly Shapiro, Gabriel Byrne, Alex Wolff",$44.07M,Drama
The Conjuring 2,James Wan,"Vera Farmiga, Patrick Wilson, Madison Wolfe, Frances O'Connor",$102.47M,Horror
I Origins,Mike Cahill,"Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey, Brit Marling",$0.33M,Drama
La cara oculta,Andrés Baiz,"Quim Gutiérrez, Martina García, María Soledad Rodríguez, Jose Luis Garcia",Gross Unkown,Drama
Caché,Michael Haneke,"Daniel Auteuil, Juliette Binoche, Maurice Bénichou, Annie Girardot",$3.63M,Drama
Identity,James Mangold,"John Cusack, Ray Liotta, Amanda Peet, John Hawkes",$52.16M,Mystery
Unbreakable,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark",$95.01M,Drama
Sleepy Hollow,Tim Burton,"Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon",$101.07M,Fantasy
Pi,Darren Aronofsky,"Sean Gullette, Mark Margolis, Ben Shenkman, Pamela Hart",$3.22M,Drama
Death and the Maiden,Roman Polanski,"Sigourney Weaver, Ben Kingsley, Stuart Wilson, Krystia Mova",$2.10M,Drama
Manhattan Murder Mystery,Woody Allen,"Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen",$11.29M,Comedy
Suspicion,Alfred Hitchcock,"Cary Grant, Joan Fontaine, Cedric Hardwicke, Nigel Bruce",$4.50M,Film-Noir
Coherence,James Ward Byrkit,"Emily Baldoni, Maury Sterling, Nicholas Brendon, Elizabeth Gracen",$0.07M,Drama
10 Cloverfield Lane,Dan Trachtenberg,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",$72.08M,Drama
The Fountain,Darren Aronofsky,"Hugh Jackman, Rachel Weisz, Sean Patrick Thomas, Ellen Burstyn",$10.14M,Drama
Broken Flowers,Jim Jarmusch,"Bill Murray, Jessica Lange, Sharon Stone, Julie Delpy",$13.74M,Comedy
Gosford Park,Robert Altman,"Maggie Smith, Ryan Phillippe, Michael Gambon, Kristin Scott Thomas",$41.31M,Comedy
Insomnia,Christopher Nolan,"Al Pacino, Robin Williams, Hilary Swank, Martin Donovan",$67.36M,Drama
Ringu,Hideo Nakata,"Nanako Matsushima, Miki Nakatani, Yûko Takeuchi, Hitomi Satô",Gross Unkown,Horror
Cube,Vincenzo Natali,"Nicole de Boer, Maurice Dean Wint, David Hewlett, Andrew Miller",$0.50M,Drama
Twin Peaks: Fire Walk with Me,David Lynch,"Sheryl Lee, Ray Wise, Mädchen Amick, Dana Ashbrook",$4.16M,Drama
Angel Heart,Alan Parker,"Mickey Rourke, Robert De Niro, Lisa Bonet, Charlotte Rampling",$17.19M,Horror
The Changeling,Peter Medak,"George C. Scott, Trish Van Devere, Melvyn Douglas, Jean Marsh",Gross Unkown,Horror
Don't Look Now,Nicolas Roeg,"Julie Christie, Donald Sutherland, Hilary Mason, Clelia Matania",$0.98M,Drama
The Andromeda Strain,Robert Wise,"James Olson, Arthur Hill, David Wayne, Kate Reid",$3.42M,Mystery
The Wolf Man,George Waggner,"Claude Rains, Warren William, Lon Chaney Jr., Ralph Bellamy",Gross Unkown,Horror
Last Night in Soho,Edgar Wright,"Thomasin McKenzie, Anya Taylor-Joy, Matt Smith, Diana Rigg",Gross Unkown,Drama
Black Mirror: Bandersnatch,David Slade,"Fionn Whitehead, Craig Parkinson, Alice Lowe, Asim Chaudhry",Gross Unkown,Drama
Where the Crawdads Sing,Olivia Newman,"Daisy Edgar-Jones, Taylor John Smith, Harris Dickinson, David Strathairn",Gross Unkown,Drama
Midsommar,Ari Aster,"Florence Pugh, Jack Reynor, Vilhelm Blomgren, William Jackson Harper",$27.33M,Drama
First Reformed,Paul Schrader,"Ethan Hawke, Amanda Seyfried, Cedric the Entertainer, Victoria Hill",$3.45M,Drama
Julieta,Pedro Almodóvar,"Emma Suárez, Adriana Ugarte, Daniel Grao, Inma Cuesta",$1.49M,Drama
Winter's Bone,Debra Granik,"Jennifer Lawrence, John Hawkes, Garret Dillahunt, Isaiah Stone",$6.53M,Drama
Let Me In,Matt Reeves,"Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono",$12.13M,Drama
The Invisible Man,Leigh Whannell,"Elisabeth Moss, Oliver Jackson-Cohen, Harriet Dyer, Aldis Hodge",$70.41M,Drama
The Tragedy of Macbeth,Joel Coen,"Denzel Washington, Frances McDormand, Alex Hassell, Bertie Carvel",Gross Unkown,Drama
Los cronocrímenes,Nacho Vigalondo,"Karra Elejalde, Candela Fernández, Bárbara Goenaga, Nacho Vigalondo",$0.04M,Horror
The Jacket,John Maybury,"Adrien Brody, Keira Knightley, Daniel Craig, Kris Kristofferson",$6.30M,Drama
"Janghwa, Hongryeon",Jee-woon Kim,"Lim Soo-jung, Jung-ah Yum, Kim Kap-su, Moon Geun-young",Gross Unkown,Drama
The Ring,Gore Verbinski,"Naomi Watts, Martin Henderson, Brian Cox, David Dorfman",$129.13M,Horror
Ôdishon,Takashi Miike,"Ryo Ishibashi, Eihi Shiina, Tetsu Sawaki, Jun Kunimura",Gross Unkown,Drama
In the Mouth of Madness,John Carpenter,"Sam Neill, Jürgen Prochnow, Julie Carmen, David Warner",$8.95M,Drama
Black Christmas,Bob Clark,"Olivia Hussey, Keir Dullea, Margot Kidder, John Saxon",$4.05M,Horror
Carnival of Souls,Herk Harvey,"Candace Hilligoss, Frances Feist, Sidney Berger, Art Ellison",Gross Unkown,Horror
Thelma,Joachim Trier,"Eili Harboe, Kaya Wilkins, Henrik Rafaelsen, Ellen Dorrit Petersen",$0.15M,Drama
The Killing of a Sacred Deer,Yorgos Lanthimos,"Barry G. Bernson, Herb Caillouet, Bill Camp, Raffey Cassidy",$2.29M,Drama
The Gift,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",$43.77M,Drama
The Words,"Directors:Brian Klugman, Lee Sternthal","Bradley Cooper, Dennis Quaid, Olivia Wilde, Zoe Saldana",$11.49M,Drama
Buried,Rodrigo Cortés,"Ryan Reynolds, José Luis García-Pérez, Robert Paterson, Stephen Tobolowsky",$1.03M,Drama
Prometheus,Ridley Scott,"Noomi Rapace, Logan Marshall-Green, Michael Fassbender, Charlize Theron",$126.48M,Adventure
Tinker Tailor Soldier Spy,Tomas Alfredson,"Gary Oldman, Colin Firth, Tom Hardy, Mark Strong",$24.15M,Drama
The Cabin in the Woods,Drew Goddard,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",$42.07M,Horror
Orphan,Jaume Collet-Serra,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",$41.60M,Horror
Shutter,"Directors:Banjong Pisanthanakun, Parkpoom Wongpoom","Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool",Gross Unkown,Horror
Holes,Andrew Davis,"Shia LaBeouf, Sigourney Weaver, Jon Voight, Tim Blake Nelson",$67.41M,Adventure
The Thirteenth Floor,Josef Rusnak,"Craig Bierko, Gretchen Mol, Armin Mueller-Stahl, Vincent D'Onofrio",$15.50M,Mystery
The X Files,Rob Bowman,"David Duchovny, Gillian Anderson, John Neville, William B. Davis",$83.90M,Drama
Basic Instinct,Paul Verhoeven,"Michael Douglas, Sharon Stone, George Dzundza, Jeanne Tripplehorn",$117.73M,Drama
The Boys from Brazil,Franklin J. Schaffner,"Gregory Peck, Laurence Olivier, James Mason, Lilli Palmer",$19.00M,Drama
"Alphaville, une étrange aventure de Lemmy Caution",Jean-Luc Godard,"Eddie Constantine, Anna Karina, Akim Tamiroff, Valérie Boisgel",$0.05M,Drama
The Trouble with Harry,Alfred Hitchcock,"John Forsythe, Shirley MacLaine, Edmund Gwenn, Mildred Natwick",Gross Unkown,Comedy
Tully,Jason Reitman,"Charlize Theron, Mackenzie Davis, Ron Livingston, Asher Miles Fallica",$9.23M,Comedy
The VVitch: A New-England Folktale,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Julian Richings",$25.14M,Drama
Enemy,Denis Villeneuve,"Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon, Isabella Rossellini",$1.01M,Drama
Triangle,Christopher Smith,"Melissa George, Joshua McIvor, Jack Taylor, Michael Dorman",Gross Unkown,Fantasy
Pig,Michael Sarnoski,"Nicolas Cage, Alex Wolff, Adam Arkin, Cassandra Violet",Gross Unkown,Drama
Nope,Jordan Peele,"Daniel Kaluuya, Keke Palmer, Brandon Perea, Michael Wincott",Gross Unkown,Horror
Extremely Loud & Incredibly Close,Stephen Daldry,"Thomas Horn, Tom Hanks, Sandra Bullock, Max von Sydow",$31.85M,Adventure
Wicker Park,Paul McGuigan,"Josh Hartnett, Diane Kruger, Matthew Lillard, Rose Byrne",$12.83M,Drama
Vanilla Sky,Cameron Crowe,"Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell",$100.61M,Fantasy
Hearts in Atlantis,Scott Hicks,"Anthony Hopkins, Anton Yelchin, Hope Davis, Mika Boorem",$24.19M,Drama
Stir of Echoes,David Koepp,"Kevin Bacon, Zachary David Cope, Kathryn Erbe, Illeana Douglas",$21.13M,Horror
Presumed Innocent,Alan J. Pakula,"Harrison Ford, Raul Julia, Greta Scacchi, Brian Dennehy",$86.30M,Mystery
Us,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss, Tim Heidecker",$175.08M,Horror
The Autopsy of Jane Doe,André Øvredal,"Brian Cox, Emile Hirsch, Ophelia Lovibond, Michael McElhatton",$0.01M,Horror
It Follows,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Olivia Luccardi, Lili Sepe",$14.67M,Horror
Mr. Holmes,Bill Condon,"Ian McKellen, Laura Linney, Hiroyuki Sanada, Hattie Morahan",$17.74M,Drama
Annihilation,Alex Garland,"Natalie Portman, Jennifer Jason Leigh, Tessa Thompson, Benedict Wong",$32.73M,Adventure
The Babadook,Jennifer Kent,"Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney",$0.92M,Horror
Sinister,Scott Derrickson,"Ethan Hawke, Juliet Rylance, James Ransone, Fred Thompson",$48.09M,Horror
Eliza Graves,Brad Anderson,"Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson",Gross Unkown,Drama
Odd Thomas,Stephen Sommers,"Anton Yelchin, Ashley Sommers, Leonor Varela, Matthew Page",Gross Unkown,Comedy
Insidious,James Wan,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",$54.01M,Horror
Martha Marcy May Marlene,Sean Durkin,"Elizabeth Olsen, Sarah Paulson, John Hawkes, Christopher Abbott",$2.98M,Drama
The Imaginarium of Doctor Parnassus,Terry Gilliam,"Christopher Plummer, Lily Cole, Heath Ledger, Andrew Garfield",$7.69M,Adventure
Inland Empire,David Lynch,"Karolina Gruszka, Krzysztof Majchrzak, Grace Zabriskie, Laura Dern",$0.75M,Drama
1408,Mikael Håfström,"John Cusack, Samuel L. Jackson, Mary McCormack, Tony Shalhoub",$71.99M,Fantasy
Signs,M. Night Shyamalan,"Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin",$227.97M,Drama
Spider,David Cronenberg,"Ralph Fiennes, Miranda Richardson, Gabriel Byrne, Lynn Redgrave",$1.64M,Drama
eXistenZ,David Cronenberg,"Jude Law, Jennifer Jason Leigh, Ian Holm, Willem Dafoe",$2.84M,Horror
The Firm,Sydney Pollack,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook",$158.35M,Drama
The Witches,Nicolas Roeg,"Anjelica Huston, Mai Zetterling, Jasen Fisher, Rowan Atkinson",$10.36M,Adventure
