name,genre,score,director,star,budget,gross
Storyville,Drama,5.8,Mark Frost,James Spader,,422503.0
Rescue Me,Action,5.2,Arthur Allan Seidelman,Michael Dudikoff,,
Map of the Human Heart,Adventure,7.1,Vincent Ward,Jason Scott Lee,,2806881.0
Ruby Cairo,Mystery,5.0,Graeme Clifford,Andie MacDowell,24000000.0,608866.0
The Waterdance,Drama,6.8,Neal Jimenez,Eric Stoltz,2700000.0,1723319.0
Year of the Comet,Action,5.8,Peter Yates,Penelope Ann Miller,,2791515.0
This Is My Life,Drama,6.1,Nora Ephron,Julie Kavner,,2922094.0
Mistress,Comedy,5.4,Barry Primus,Robert Wuhl,,1102469.0
Passed Away,Comedy,5.8,Charlie Peters,Bob Hoskins,,4030793.0
Blame It on the Bellboy,Comedy,5.5,Mark Herman,Bronson Pinchot,,3104545.0
Leaving Normal,Comedy,6.6,Edward Zwick,Christine Lahti,,1514114.0
House of Angels,Comedy,6.4,Colin Nutley,Helena Bergström,,9481984.0
The Long Day Closes,Biography,7.4,Terence Davies,Leigh McCormack,,22765.0
Once Upon a Time in China III,Action,6.8,Hark Tsui,Jet Li,,
Shadow of the Wolf,Adventure,5.7,Jacques Dorfmann,Lou Diamond Phillips,,1434174.0
The Gun in Betty Lou's Handbag,Comedy,5.1,Allan Moyle,Penelope Ann Miller,13000000.0,3721911.0
Tombstone,Action,7.8,George P. Cosmatos,Kurt Russell,25000000.0,56505065.0
The Sandlot,Comedy,7.8,David Mickey Evans,Tom Guiry,,34348443.0
Jurassic Park,Action,8.1,Steven Spielberg,Sam Neill,63000000.0,1033928303.0
Dazed and Confused,Comedy,7.6,Richard Linklater,Jason London,6900000.0,7993039.0
Schindler's List,Biography,8.9,Steven Spielberg,Liam Neeson,22000000.0,322161245.0
True Romance,Crime,7.9,Tony Scott,Christian Slater,13000000.0,13088850.0
Naked,Comedy,7.8,Mike Leigh,David Thewlis,,1769305.0
Robin Hood: Men in Tights,Adventure,6.7,Mel Brooks,Cary Elwes,20000000.0,35739755.0
A Bronx Tale,Crime,7.8,Robert De Niro,Robert De Niro,22000000.0,17287898.0
What's Eating Gilbert Grape,Drama,7.7,Lasse Hallström,Johnny Depp,11000000.0,10032765.0
Hocus Pocus,Comedy,6.9,Kenny Ortega,Bette Midler,28000000.0,44947705.0
Carlito's Way,Crime,7.9,Brian De Palma,Al Pacino,30000000.0,63848322.0
Mrs. Doubtfire,Comedy,7.0,Chris Columbus,Robin Williams,25000000.0,441286195.0
The Fugitive,Action,7.8,Andrew Davis,Harrison Ford,44000000.0,368875760.0
Demolition Man,Action,6.7,Marco Brambilla,Sylvester Stallone,57000000.0,58055768.0
Dennis the Menace,Comedy,5.6,Nick Castle,Walter Matthau,,117270765.0
Falling Down,Action,7.6,Joel Schumacher,Michael Douglas,25000000.0,40903593.0
The Pelican Brief,Crime,6.6,Alan J. Pakula,Julia Roberts,45000000.0,195268056.0
The Firm,Drama,6.8,Sydney Pollack,Tom Cruise,42000000.0,270248367.0
Last Action Hero,Action,6.4,John McTiernan,Arnold Schwarzenegger,85000000.0,137298489.0
Sister Act 2: Back in the Habit,Comedy,5.6,Bill Duke,Whoopi Goldberg,38000000.0,57319029.0
Groundhog Day,Comedy,8.0,Harold Ramis,Bill Murray,14600000.0,71074049.0
Philadelphia,Drama,7.7,Jonathan Demme,Tom Hanks,26000000.0,206678440.0
Super Mario Bros.,Adventure,4.1,Annabel Jankel,Bob Hoskins,48000000.0,20915465.0
Sleepless in Seattle,Comedy,6.8,Nora Ephron,Tom Hanks,21000000.0,227927165.0
Cliffhanger,Action,6.4,Renny Harlin,Sylvester Stallone,70000000.0,255000211.0
The Piano,Drama,7.6,Jane Campion,Holly Hunter,7000000.0,40185556.0
The Nightmare Before Christmas,Animation,8.0,Henry Selick,Danny Elfman,18000000.0,91491247.0
Rookie of the Year,Comedy,6.1,Daniel Stern,Thomas Ian Nicholas,10000000.0,56500758.0
"Blood In, Blood Out",Crime,8.0,Taylor Hackford,Damian Chapa,35000000.0,4496583.0
In the Name of the Father,Biography,8.1,Jim Sheridan,Daniel Day-Lewis,13000000.0,65796862.0
Alive,Biography,7.1,Frank Marshall,Ethan Hawke,32000000.0,36733909.0
Addams Family Values,Comedy,6.8,Barry Sonnenfeld,Anjelica Huston,47000000.0,48919043.0
Indecent Proposal,Drama,6.0,Adrian Lyne,Robert Redford,38000000.0,266614059.0
In the Line of Fire,Action,7.2,Wolfgang Petersen,Clint Eastwood,40000000.0,176997168.0
The Age of Innocence,Drama,7.2,Martin Scorsese,Daniel Day-Lewis,34000000.0,32255440.0
Menace II Society,Crime,7.5,Albert Hughes,Tyrin Turner,3500000.0,27912072.0
Gettysburg,Drama,7.6,Ron Maxwell,Tom Berenger,25000000.0,10769960.0
The Three Musketeers,Action,6.4,Stephen Herek,Charlie Sheen,30000000.0,53898845.0
Homeward Bound: The Incredible Journey,Adventure,6.9,Duwayne Dunham,Michael J. Fox,,41833324.0
The Secret Garden,Drama,7.3,Agnieszka Holland,Kate Maberly,18000000.0,31181347.0
Free Willy,Adventure,6.0,Simon Wincer,Jason James Richter,20000000.0,153698625.0
RoboCop 3,Action,4.1,Fred Dekker,Robert John Burke,22000000.0,10696210.0
The Remains of the Day,Drama,7.8,James Ivory,Anthony Hopkins,15000000.0,23237911.0
Hard Target,Action,6.2,John Woo,Jean-Claude Van Damme,18000000.0,74189677.0
Fire in the Sky,Biography,6.5,Robert Lieberman,D.B. Sweeney,15000000.0,19885552.0
Cool Runnings,Adventure,7.0,Jon Turteltaub,John Candy,14000000.0,154856263.0
Dave,Comedy,6.8,Ivan Reitman,Kevin Kline,28000000.0,63270710.0
Kalifornia,Crime,6.7,Dominic Sena,Brad Pitt,9000000.0,2395231.0
Benny & Joon,Comedy,7.2,Jeremiah S. Chechik,Johnny Depp,,23261580.0
Sliver,Drama,5.0,Phillip Noyce,Sharon Stone,40000000.0,116300000.0
Rudy,Biography,7.5,David Anspaugh,Sean Astin,,22881563.0
Coneheads,Comedy,5.3,Steve Barron,Dan Aykroyd,33000000.0,21274717.0
So I Married an Axe Murderer,Comedy,6.5,Thomas Schlamme,Mike Myers,20000000.0,11585483.0
Hot Shots! Part Deux,Action,6.6,Jim Abrahams,Charlie Sheen,25000000.0,133752825.0
Much Ado About Nothing,Comedy,7.3,Kenneth Branagh,Kenneth Branagh,11000000.0,22549338.0
The Crush,Drama,5.8,Alan Shapiro,Cary Elwes,6000000.0,13609396.0
Loaded Weapon 1,Action,6.2,Gene Quintano,Emilio Estevez,13000000.0,27979399.0
This Boy's Life,Biography,7.3,Michael Caton-Jones,Robert De Niro,,4104962.0
Three Colors: Blue,Drama,7.9,Krzysztof Kieslowski,Juliette Binoche,,1341154.0
Grumpy Old Men,Comedy,7.0,Donald Petrie,Jack Lemmon,,70172621.0
A Perfect World,Crime,7.5,Clint Eastwood,Kevin Costner,30000000.0,135130999.0
Leprechaun,Comedy,4.8,Mark Jones,Warwick Davis,900000.0,8556940.0
Malice,Crime,6.4,Harold Becker,Alec Baldwin,20000000.0,46405336.0
What's Love Got to Do with It,Biography,7.3,Brian Gibson,Angela Bassett,15000000.0,39100956.0
Short Cuts,Comedy,7.7,Robert Altman,Andie MacDowell,,6110979.0
Son in Law,Comedy,5.8,Steve Rash,Pauly Shore,,36448400.0
Striking Distance,Action,5.9,Rowdy Herrington,Bruce Willis,30000000.0,24107867.0
Return of the Living Dead III,Horror,5.9,Brian Yuzna,Kent McCord,2000000.0,54207.0
Searching for Bobby Fischer,Biography,7.4,Steven Zaillian,Joe Mantegna,12000000.0,7266383.0
Jason Goes to Hell: the Final Friday,Fantasy,4.2,Adam Marcus,John D. LeMay,3000000.0,15935068.0
Matinee,Comedy,6.9,Joe Dante,John Goodman,13000000.0,9532895.0
The Good Son,Drama,6.4,Joseph Ruben,Macaulay Culkin,17000000.0,60613008.0
The Beverly Hillbillies,Comedy,5.0,Penelope Spheeris,Diedrich Bader,25000000.0,57405220.0
Beethoven's 2nd,Comedy,4.9,Rod Daniel,Charles Grodin,15000000.0,118243066.0
Killing Zoe,Crime,6.5,Roger Avary,Eric Stoltz,1500000.0,418961.0
Cronos,Fantasy,6.7,Guillermo del Toro,Federico Luppi,2000000.0,621392.0
Geronimo: An American Legend,Drama,6.5,Walter Hill,Jason Patric,35000000.0,18635620.0
Wayne's World 2,Comedy,6.2,Stephen Surjik,Mike Myers,40000000.0,48198019.0
Point of No Return,Action,6.1,John Badham,Bridget Fonda,,30038362.0
Boxing Helena,Drama,4.7,Jennifer Lynch,Julian Sands,,1796389.0
Romeo Is Bleeding,Crime,6.6,Peter Medak,Gary Oldman,11500000.0,3275585.0
Rising Sun,Action,6.3,Philip Kaufman,Sean Connery,35000000.0,107198790.0
For Love or Money,Comedy,6.2,Barry Sonnenfeld,Michael J. Fox,30000000.0,11146270.0
Teenage Mutant Ninja Turtles III,Action,4.8,Stuart Gillard,Elias Koteas,21000000.0,42273609.0
Body Snatchers,Horror,6.0,Abel Ferrara,Gabrielle Anwar,13000000.0,428868.0
Stalingrad,Drama,7.5,Joseph Vilsmaier,Dominique Horwitz,,152972.0
Airborne,Adventure,6.3,Rob Bowman,Shane McDermott,2600000.0,2850263.0
The Thing Called Love,Comedy,6.4,Peter Bogdanovich,River Phoenix,14000000.0,1029721.0
The Vanishing,Drama,6.3,George Sluizer,Jeff Bridges,,14543394.0
The House of the Spirits,Drama,6.9,Bille August,Jeremy Irons,40000000.0,6265311.0
Undercover Blues,Comedy,6.1,Herbert Ross,Kathleen Turner,,12324660.0
Little Buddha,Drama,6.1,Bernardo Bertolucci,Keanu Reeves,35000000.0,4858139.0
Dragon,Action,7.0,Rob Cohen,Jason Scott Lee,14000000.0,63513743.0
Poetic Justice,Drama,6.1,John Singleton,Janet Jackson,14000000.0,27515786.0
The Joy Luck Club,Drama,7.7,Wayne Wang,Tamlyn Tomita,11000000.0,32901136.0
The Cement Garden,Drama,7.1,Andrew Birkin,Charlotte Gainsbourg,,322975.0
Untamed Heart,Drama,6.8,Tony Bill,Christian Slater,7500000.0,18898806.0
Batman: Mask of the Phantasm,Animation,7.8,Directors,Kevin Conroy,6000000.0,5635204.0
Freaked,Comedy,6.4,Tom Stern,Brooke Shields,11000000.0,29296.0
Swing Kids,Drama,6.8,Thomas Carter,Robert Sean Leonard,,5632086.0
Heart and Souls,Comedy,7.0,Ron Underwood,Robert Downey Jr.,25000000.0,16589540.0
Needful Things,Crime,6.3,Fraser C. Heston,Max von Sydow,,15185672.0
Ruby in Paradise,Drama,7.0,Victor Nunez,Ashley Judd,800000.0,1001437.0
Six Degrees of Separation,Comedy,6.8,Fred Schepisi,Will Smith,12000000.0,6405918.0
The Man Without a Face,Drama,6.7,Mel Gibson,Mel Gibson,,24760338.0
Farewell My Concubine,Drama,8.1,Kaige Chen,Leslie Cheung,4000000.0,6122607.0
Sniper,Action,6.1,Luis Llosa,Tom Berenger,,18994653.0
Judgment Night,Action,6.6,Stephen Hopkins,Emilio Estevez,21000000.0,12526677.0
Shadowlands,Biography,7.3,Richard Attenborough,Anthony Hopkins,22000000.0,25842377.0
Arizona Dream,Comedy,7.3,Emir Kusturica,Johnny Depp,19000000.0,112547.0
Nowhere to Run,Action,5.7,Robert Harmon,Jean-Claude Van Damme,15000000.0,22189039.0
King of the Hill,Drama,7.4,Steven Soderbergh,Jesse Bradford,8000000.0,1214231.0
Mad Dog and Glory,Comedy,6.2,John McNaughton,Robert De Niro,19000000.0,11081586.0
We're Back! A Dinosaur's Story,Animation,6.1,Directors,John Goodman,,9317021.0
Red Rock West,Crime,7.0,John Dahl,Nicolas Cage,8000000.0,2502551.0
The Program,Action,6.5,David S. Ward,James Caan,15000000.0,23032565.0
Ghost in the Machine,Horror,4.6,Rachel Talalay,Karen Allen,12000000.0,5086909.0
Fearless,Drama,7.1,Peter Weir,Jeff Bridges,,6995302.0
Manhattan Murder Mystery,Comedy,7.3,Woody Allen,Woody Allen,13500000.0,11330911.0
Surf Ninjas,Action,5.1,Neal Israel,Ernie Reyes Sr.,,4916135.0
Weekend at Bernie's II,Adventure,4.8,Robert Klane,Andrew McCarthy,7000000.0,12741891.0
Les visiteurs,Comedy,7.1,Jean-Marie Poiré,Christian Clavier,,659810.0
The Adventures of Huck Finn,Adventure,6.2,Stephen Sommers,Elijah Wood,6500000.0,24103594.0
Made in America,Comedy,5.1,Richard Benjamin,Whoopi Goldberg,22000000.0,104942695.0
Dream Lover,Drama,6.2,Nicholas Kazan,James Spader,,256264.0
M. Butterfly,Drama,6.8,David Cronenberg,Jeremy Irons,,1498795.0
The Dark Half,Horror,6.0,George A. Romero,Timothy Hutton,15000000.0,10611160.0
Only the Strong,Action,6.6,Sheldon Lettich,Mark Dacascos,6000000.0,3283371.0
My Life,Drama,6.8,Bruce Joel Rubin,Michael Keaton,15000000.0,27804899.0
Mi vida loca,Crime,6.5,Allison Anders,Angel Aviles,,3267313.0
Look Who's Talking Now,Comedy,4.4,Tom Ropelewski,John Travolta,22000000.0,10340263.0
The Meteor Man,Action,5.2,Robert Townsend,Robert Townsend,20000000.0,8016708.0
Fatal Instinct,Comedy,5.8,Carl Reiner,Armand Assante,,7839327.0
CB4,Comedy,6.3,Tamra Davis,Chris Rock,6000000.0,17953778.0
Calendar Girl,Comedy,5.1,John Whitesell,Jason Priestley,13000000.0,2570550.0
Heaven & Earth,Action,6.8,Oliver Stone,Hiep Thi Le,33000000.0,5864949.0
Indian Summer,Comedy,6.6,Mike Binder,Alan Arkin,9000000.0,14904910.0
Once Upon a Forest,Animation,6.5,Charles Grosvenor,Michael Crawford,13000000.0,6582052.0
Posse,Western,5.5,Mario Van Peebles,Mario Van Peebles,10000000.0,18289763.0
Flesh and Bone,Drama,6.2,Steve Kloves,Dennis Quaid,,9709451.0
Sommersby,Drama,6.2,Jon Amiel,Richard Gere,,140081992.0
Even Cowgirls Get the Blues,Comedy,4.4,Gus Van Sant,Uma Thurman,8000000.0,1708873.0
Life with Mikey,Comedy,5.6,James Lapine,Michael J. Fox,,12440858.0
Best of the Best II,Action,5.6,Robert Radler,Eric Roberts,7000000.0,6608687.0
The Thief and the Cobbler,Animation,7.1,Richard Williams,Vincent Price,25000000.0,669276.0
My Boyfriend's Back,Comedy,5.4,Bob Balaban,Andrew Lowery,12000000.0,3335984.0
Warlock: The Armageddon,Action,5.4,Anthony Hickox,Julian Sands,3000000.0,3902679.0
The Scent of Green Papaya,Drama,7.4,Anh Hung Tran,Nu Yên-Khê Tran,,1700992.0
Kika,Comedy,6.5,Pedro Almodóvar,Peter Coyote,,2019581.0
Wide Sargasso Sea,Drama,5.7,John Duigan,Karina Lombard,,1614784.0
Iron Monkey,Action,7.5,Woo-Ping Yuen,Rongguang Yu,11000000.0,14694904.0
Mr. Nanny,Action,3.8,Michael Gottlieb,Hulk Hogan,10000000.0,4348572.0
The Real McCoy,Crime,5.5,Russell Mulcahy,Kim Basinger,,6484246.0
3 Ninjas: Knuckle Up,Action,4.3,Sang-ok Shin,Victor Wong,,413479.0
Father Hood,Adventure,4.9,Darrell Roodt,Patrick Swayze,,3418141.0
"Faraway, So Close!",Drama,7.3,Wim Wenders,Otto Sander,10500000.0,810455.0
Dangerous Game,Drama,5.6,Abel Ferrara,Harvey Keitel,10000000.0,1261210.0
Deadfall,Crime,4.0,Christopher Coppola,Michael Biehn,10000000.0,18369.0
A Home of Our Own,Biography,7.1,Tony Bill,Kathy Bates,12000000.0,1677807.0
A Far Off Place,Adventure,6.6,Mikael Salomon,Reese Witherspoon,,12890752.0
Guilty as Sin,Crime,5.6,Sidney Lumet,Rebecca De Mornay,12000000.0,22866222.0
The Wedding Banquet,Comedy,7.6,Ang Lee,Winston Chao,1000000.0,6933459.0
Another Stakeout,Comedy,5.6,John Badham,Richard Dreyfuss,,20208496.0
Aspen Extreme,Drama,6.0,Patrick Hasburgh,Paul Gross,14000000.0,8041049.0
Suture,Drama,6.6,Scott McGehee,Dennis Haysbert,,102780.0
Blink,Crime,6.2,Michael Apted,Madeleine Stowe,11000000.0,16696219.0
Where the Rivers Flow North,Drama,6.7,Jay Craven,Rip Torn,,595505.0
Sugar Hill,Crime,5.9,Leon Ichaso,Wesley Snipes,10000000.0,18225518.0
Man's Best Friend,Comedy,5.2,John Lafia,Ally Sheedy,6000000.0,12974636.0
Mr. Jones,Drama,5.8,Mike Figgis,Richard Gere,25000000.0,8345845.0
Carnosaur,Horror,3.6,Adam Simon,Diane Ladd,850000.0,1753979.0
Mr. Wonderful,Comedy,5.9,Anthony Minghella,Matt Dillon,13000000.0,3125424.0
Cop & ½,Comedy,4.1,Henry Winkler,Burt Reynolds,14000000.0,40689691.0
Madadayo,Drama,7.3,Akira Kurosawa,Tatsuo Matsumura,11900000.0,596.0
Caro diario,Biography,7.3,Nanni Moretti,Nanni Moretti,,225278.0
Jack the Bear,Comedy,6.5,Marshall Herskovitz,Danny DeVito,,5145823.0
Money for Nothing,Comedy,5.7,Ramón Menéndez,John Cusack,11000000.0,1039824.0
Naked in New York,Comedy,5.6,Daniel Algrant,Eric Stoltz,,1038959.0
Son of the Pink Panther,Comedy,3.9,Blake Edwards,Roberto Benigni,25000000.0,2438031.0
Jung on zo,Action,6.8,Kirk Wong,Jackie Chan,,3741869.0
Totally F***ed Up,Comedy,6.4,Gregg Araki,James Duval,,101071.0
"Bodies, Rest & Motion",Drama,5.7,Michael Steinberg,Phoebe Cates,2500000.0,764724.0
House of Cards,Drama,6.2,Michael Lessac,Kathleen Turner,,322871.0
Bhaji on the Beach,Comedy,6.4,Gurinder Chadha,Kim Vithana,,735162.0
Silent Tongue,Drama,5.3,Sam Shepard,Alan Bates,,61274.0
Amos & Andrew,Comedy,5.7,E. Max Frye,Nicolas Cage,,9745803.0
Splitting Heirs,Comedy,5.5,Robert Young,Eric Idle,,3246063.0
Born Yesterday,Comedy,5.2,Luis Mandoki,Melanie Griffith,,17952857.0
Mother's Boys,Drama,5.4,Yves Simoneau,Jamie Lee Curtis,8000000.0,737548.0
The Nutcracker,Family,5.9,Emile Ardolino,Darci Kistler,19000000.0,2119994.0
Philadelphia Experiment II,Action,4.5,Stephen Cornwell,Brad Johnson,5000000.0,2970.0
Blue,Biography,7.3,Derek Jarman,Derek Jarman,,
Fear of a Black Hat,Comedy,7.2,Rusty Cundieff,Larry B. Scott,999999.0,233824.0
Ed and His Dead Mother,Comedy,6.0,Jonathan Wacks,Eric Christmas,1800000.0,
Boiling Point,Action,5.0,James B. Harris,Wesley Snipes,9000000.0,10058318.0
A Dangerous Woman,Drama,5.8,Stephen Gyllenhaal,Debra Winger,,1497222.0
Josh and S.A.M.,Adventure,5.7,Billy Weber,Jacob Tierney,18000000.0,1640220.0
Ethan Frome,Drama,6.2,John Madden,Liam Neeson,,296081.0
The Night We Never Met,Comedy,6.0,Warren Leight,Matthew Broderick,8000000.0,1884814.0
The Shawshank Redemption,Drama,9.3,Frank Darabont,Tim Robbins,25000000.0,28817291.0
Pulp Fiction,Crime,8.9,Quentin Tarantino,John Travolta,8000000.0,213928762.0
Forrest Gump,Drama,8.8,Robert Zemeckis,Tom Hanks,55000000.0,678226133.0
Léon: The Professional,Action,8.5,Luc Besson,Jean Reno,,19552639.0
True Lies,Action,7.2,James Cameron,Arnold Schwarzenegger,115000000.0,378882411.0
The Lion King,Animation,8.5,Roger Allers,Matthew Broderick,45000000.0,1083720877.0
The Mask,Action,6.9,Chuck Russell,Jim Carrey,23000000.0,351583407.0
Speed,Action,7.2,Jan de Bont,Keanu Reeves,30000000.0,350448145.0
Stargate,Action,7.1,Roland Emmerich,Kurt Russell,55000000.0,196567262.0
The Little Rascals,Comedy,6.3,Penelope Spheeris,Travis Tedford,23000000.0,67308282.0
Dumb and Dumber,Comedy,7.3,Peter Farrelly,Jim Carrey,17000000.0,247275374.0
Legends of the Fall,Drama,7.5,Edward Zwick,Brad Pitt,30000000.0,160638883.0
Natural Born Killers,Action,7.3,Oliver Stone,Woody Harrelson,34000000.0,50283563.0
The Crow,Action,7.6,Alex Proyas,Brandon Lee,23000000.0,50693129.0
Interview with the Vampire: the Vampire Chronicles,Drama,7.5,Neil Jordan,Brad Pitt,60000000.0,223664608.0
Four Weddings and a Funeral,Comedy,7.1,Mike Newell,Hugh Grant,4400000.0,245700832.0
The Flintstones,Comedy,4.9,Brian Levant,John Goodman,46000000.0,341631208.0
Ace Ventura: Pet Detective,Comedy,6.9,Tom Shadyac,Jim Carrey,15000000.0,107217396.0
Little Women,Drama,7.3,Gillian Armstrong,Susan Sarandon,18000000.0,50083616.0
Street Fighter,Action,4.0,Steven E. de Souza,Jean-Claude Van Damme,35000000.0,99431786.0
Chungking Express,Comedy,8.1,Kar-Wai Wong,Brigitte Lin,,1432358.0
Clear and Present Danger,Action,6.9,Phillip Noyce,Harrison Ford,62000000.0,215887717.0
D2: The Mighty Ducks,Comedy,6.1,Sam Weisman,Emilio Estevez,,45610410.0
Heavenly Creatures,Biography,7.3,Peter Jackson,Melanie Lynskey,5000000.0,3049135.0
Clerks,Comedy,7.7,Kevin Smith,Brian O'Halloran,27000.0,3151130.0
Camp Nowhere,Adventure,6.1,Jonathan Prince,Jonathan Jackson,,10475705.0
Maverick,Action,7.0,Richard Donner,Mel Gibson,75000000.0,183031272.0
Wyatt Earp,Adventure,6.7,Lawrence Kasdan,Kevin Costner,63000000.0,25052000.0
The Last Seduction,Crime,7.1,John Dahl,Linda Fiorentino,2500000.0,5842603.0
"The Adventures of Priscilla, Queen of the Desert",Comedy,7.5,Stephan Elliott,Hugo Weaving,,11265402.0
Little Giants,Comedy,6.4,Duwayne Dunham,Rick Moranis,20000000.0,19306362.0
Ed Wood,Biography,7.8,Tim Burton,Johnny Depp,18000000.0,5887457.0
Star Trek: Generations,Action,6.6,David Carson,Patrick Stewart,35000000.0,118071125.0
Disclosure,Drama,6.1,Barry Levinson,Michael Douglas,55000000.0,214015089.0
Angels in the Outfield,Comedy,6.2,William Dear,Danny Glover,24000000.0,50236831.0
In the Mouth of Madness,Drama,7.2,John Carpenter,Sam Neill,8000000.0,8924549.0
Richie Rich,Comedy,5.4,Donald Petrie,Macaulay Culkin,40000000.0,38087756.0
Beverly Hills Cop III,Action,5.6,John Landis,Eddie Murphy,50000000.0,119208989.0
Reality Bites,Comedy,6.6,Ben Stiller,Winona Ryder,11500000.0,33351557.0
Naked Gun 33 1/3: the Final Insult,Comedy,6.5,Peter Segal,Leslie Nielsen,30000000.0,51132598.0
Sirens,Comedy,5.9,John Duigan,Hugh Grant,,7770731.0
Three Colors: Red,Drama,8.1,Krzysztof Kieslowski,Irène Jacob,,3581969.0
Junior,Comedy,4.6,Ivan Reitman,Arnold Schwarzenegger,60000000.0,108431355.0
New Nightmare,Fantasy,6.5,Wes Craven,Heather Langenkamp,8000000.0,19721741.0
Baby's Day Out,Adventure,6.2,Patrick Read Johnson,Lara Flynn Boyle,48000000.0,16827402.0
The River Wild,Adventure,6.4,Curtis Hanson,Meryl Streep,45000000.0,94216343.0
Airheads,Comedy,6.1,Michael Lehmann,Brendan Fraser,,5751882.0
Texas Chainsaw Massacre: The Next Generation,Comedy,3.3,Kim Henkel,Renée Zellweger,600000.0,185898.0
The Next Karate Kid,Action,4.5,Christopher Cain,Pat Morita,12000000.0,15876353.0
Blown Away,Action,6.2,Stephen Hopkins,Jeff Bridges,28000000.0,30156002.0
Color of Night,Mystery,5.2,Richard Rush,Bruce Willis,40000000.0,19726050.0
North,Adventure,4.5,Rob Reiner,Elijah Wood,40000000.0,7182747.0
Muriel's Wedding,Comedy,7.2,P.J. Hogan,Toni Collette,9000000.0,15482277.0
The Client,Crime,6.7,Joel Schumacher,Susan Sarandon,45000000.0,117615211.0
Blank Check,Comedy,5.3,Rupert Wainwright,Brian Bonsall,,30577969.0
It Could Happen to You,Comedy,6.4,Andrew Bergman,Nicolas Cage,20000000.0,37939757.0
Only You,Comedy,6.5,Norman Jewison,Marisa Tomei,,20059210.0
Once Were Warriors,Crime,7.9,Lee Tamahori,Rena Owen,,1608570.0
Wolf,Drama,6.2,Mike Nichols,Jack Nicholson,70000000.0,131002597.0
Mary Shelley's Frankenstein,Drama,6.4,Kenneth Branagh,Robert De Niro,45000000.0,112006296.0
Exit to Eden,Comedy,4.3,Garry Marshall,Dana Delany,25000000.0,6841570.0
The Jungle Book,Adventure,6.0,Stephen Sommers,Jason Scott Lee,27000000.0,43229904.0
The Hudsucker Proxy,Comedy,7.2,Joel Coen,Tim Robbins,40000000.0,2816518.0
Timecop,Action,5.9,Peter Hyams,Jean-Claude Van Damme,27000000.0,101646581.0
The Santa Clause,Comedy,6.5,John Pasquin,Tim Allen,22000000.0,190539357.0
The Specialist,Action,5.6,Luis Llosa,Sylvester Stallone,45000000.0,170362582.0
The Pagemaster,Animation,6.1,Pixote Hunt,Macaulay Culkin,27000000.0,13670688.0
Shallow Grave,Crime,7.3,Danny Boyle,Kerry Fox,2500000.0,2079569.0
Serial Mom,Comedy,6.8,John Waters,Kathleen Turner,13000000.0,7820688.0
Bad Girls,Action,5.2,Jonathan Kaplan,Madeleine Stowe,25000000.0,15240435.0
The Shadow,Action,6.1,Russell Mulcahy,Alec Baldwin,25000000.0,48063435.0
When a Man Loves a Woman,Drama,6.6,Luis Mandoki,Meg Ryan,,50021959.0
Blue Sky,Drama,6.4,Tony Richardson,Jessica Lange,16000000.0,3359465.0
Quiz Show,Biography,7.5,Robert Redford,Ralph Fiennes,31000000.0,24822619.0
Surviving the Game,Action,6.2,Ernest R. Dickerson,Rutger Hauer,7400000.0,7727256.0
My Father the Hero,Comedy,5.5,Steve Miner,Gérard Depardieu,,25479558.0
